device,model_name,quantization,seq_len,tokens_generated,latency_seconds,tokens_per_second,prefill_seconds,decode_seconds,before_timestamp,before_cpu_percent,before_ram_bytes,before_battery_percent,before_battery_power_plugged,before_temperature_celsius,after_timestamp,after_cpu_percent,after_ram_bytes,after_battery_percent,after_battery_power_plugged,after_temperature_celsius,delta_battery_percent,energy_percent_per_token,model_family,params_b,kv_quant,prefill_tokens,decode_tokens,repeat_idx,prompt_idx,prompt_char_len
hp_envy,phi-3-mini-3.8b,int8,256,66,25.070547399984207,2.6325711579812405,3.9423870000173338,21.128160399966873,1763575164.8585126,20.1,1721544704,93,True,,1763575189.9299512,74.1,5697040384,93,True,,0,0.0,phi-3,3.8,0,256,128,0,0,248
hp_envy,phi-3-mini-3.8b,int8,256,69,21.850157799955923,3.1578719307985588,1.6670504999929108,20.183107299963012,1763575189.9307723,0.0,5697040384,93,True,,1763575211.7814026,65.3,5697605632,93,True,,0,0.0,phi-3,3.8,0,256,128,0,1,154
hp_envy,phi-3-mini-3.8b,int8,256,60,23.83834840002237,2.5169528942677797,3.0946237000171095,20.74372470000526,1763575211.7820187,0.0,5697605632,93,True,,1763575235.6206994,68.8,5697957888,94,True,,-1,-0.016666666666666666,phi-3,3.8,0,256,128,0,2,203
hp_envy,phi-3-mini-3.8b,int8,256,74,21.987173300003633,3.3655986147154158,1.8993172000045888,20.087856099999044,1763575235.6211305,0.0,5697957888,94,True,,1763575257.6088502,66.4,5698215936,94,True,,0,0.0,phi-3,3.8,0,256,128,0,3,209
hp_envy,phi-3-mini-3.8b,int8,256,69,21.898604899994098,3.150885652995118,1.9492955000023358,19.949309399991762,1763575257.6096156,0.0,5698215936,94,True,,1763575279.5087147,67.8,5698322432,95,True,,-1,-0.014492753623188406,phi-3,3.8,0,256,128,0,4,199
hp_envy,phi-3-mini-3.8b,int8,256,73,21.363179100037087,3.417094415497049,2.5414425000199117,18.821736600017175,1763575279.5094662,0.0,5698322432,95,True,,1763575300.8729649,63.8,5698469888,95,True,,0,0.0,phi-3,3.8,0,256,128,0,5,199
hp_envy,phi-3-mini-3.8b,int8,256,60,22.824281500012148,2.628779355002613,3.0716726999962702,19.752608800015878,1763575300.873607,0.0,5698469888,95,True,,1763575323.6982403,68.4,5698793472,95,True,,0,0.0,phi-3,3.8,0,256,128,0,6,256
hp_envy,phi-3-mini-3.8b,int8,256,44,21.974162499944214,2.002351625465212,2.6694259999785572,19.304736499965657,1763575323.6987019,0.0,5698793472,95,True,,1763575345.673258,65.0,5698949120,95,True,,0,0.0,phi-3,3.8,0,256,128,0,7,240
hp_envy,phi-3-mini-3.8b,int8,256,47,20.96423019998474,2.2419139434957267,2.0510281000169925,18.913202099967748,1763575345.6737378,0.0,5698949120,95,True,,1763575366.6383286,62.6,5698998272,95,True,,0,0.0,phi-3,3.8,0,256,128,0,8,222
hp_envy,phi-3-mini-3.8b,int8,256,59,20.654742299986538,2.856486861133022,2.0299939999822527,18.624748300004285,1763575366.6387427,0.0,5698998272,95,True,,1763575387.293761,60.9,5699158016,95,True,,0,0.0,phi-3,3.8,0,256,128,0,9,213
hp_envy,phi-3-mini-3.8b,int8,256,64,21.06617639999604,3.038045385398559,1.9206904000020586,19.14548599999398,1763575387.2941775,0.0,5699158016,95,True,,1763575408.3606858,62.9,5699227648,95,True,,0,0.0,phi-3,3.8,0,256,128,0,10,210
hp_envy,phi-3-mini-3.8b,int8,256,55,23.496471899969038,2.3407769572449078,2.315681899955962,21.180790000013076,1763575408.3611584,0.0,5699227648,95,True,,1763575431.8580048,71.0,5699371008,95,True,,0,0.0,phi-3,3.8,0,256,128,0,11,211
hp_envy,phi-3-mini-3.8b,int8,256,69,24.612660499988124,2.80343524829562,2.4684337999788113,22.144226700009312,1763575431.858594,0.0,5699371008,95,True,,1763575456.4716897,74.4,5699436544,95,True,,0,0.0,phi-3,3.8,0,256,128,0,12,210
hp_envy,phi-3-mini-3.8b,int8,256,66,22.73941839998588,2.9024489034442933,1.9771324999746867,20.762285900011193,1763575456.472265,58.3,5699436544,95,True,,1763575479.2121553,67.5,5699592192,95,True,,0,0.0,phi-3,3.8,0,256,128,0,13,187
hp_envy,phi-3-mini-3.8b,int8,256,61,23.932341799954884,2.5488521144268046,3.1212170000071637,20.81112479994772,1763575479.2127044,0.0,5699592192,95,True,,1763575503.145684,70.7,5699727360,95,True,,0,0.0,phi-3,3.8,0,256,128,0,14,253
hp_envy,phi-3-mini-3.8b,int8,256,57,22.879351100011263,2.491329397885412,3.2100971000036225,19.66925400000764,1763575503.146514,0.0,5699727360,95,True,,1763575526.026219,66.5,5699870720,96,True,,-1,-0.017543859649122806,phi-3,3.8,0,256,128,0,15,240
hp_envy,phi-3-mini-3.8b,int8,256,68,22.634867499989923,3.0042146259539746,2.799942400015425,19.834925099974498,1763575526.026722,0.0,5699870720,96,True,,1763575548.662026,67.0,5699964928,96,True,,0,0.0,phi-3,3.8,0,256,128,0,16,244
hp_envy,phi-3-mini-3.8b,int8,256,59,22.064649200008716,2.673960481546051,3.0398423000006005,19.024806900008116,1763575548.66256,0.0,5699964928,96,True,,1763575570.7275891,64.7,5699956736,96,True,,0,0.0,phi-3,3.8,0,256,128,0,17,237
hp_envy,phi-3-mini-3.8b,int8,256,74,23.043944199976977,3.2112558231274457,3.2049587999936193,19.838985399983358,1763575570.728076,0.0,5699956736,96,True,,1763575593.7724164,67.7,5700124672,96,True,,0,0.0,phi-3,3.8,0,256,128,0,18,246
hp_envy,phi-3-mini-3.8b,int8,256,56,22.1507112000254,2.5281355300201733,2.816327500040643,19.334383699984755,1763575593.773096,0.0,5700124672,96,True,,1763575615.9241536,64.5,5700300800,96,True,,0,0.0,phi-3,3.8,0,256,128,0,19,238
hp_envy,phi-3-mini-3.8b,int8,256,75,21.347428799956106,3.513303672438257,2.1695655999938026,19.177863199962303,1763575615.9246206,0.0,5700300800,96,True,,1763575637.2723927,63.1,5700341760,96,True,,0,0.0,phi-3,3.8,0,256,128,0,20,204
hp_envy,phi-3-mini-3.8b,int8,256,60,22.399015499977395,2.6786891593543722,2.58922879997408,19.809786700003315,1763575637.2728646,0.0,5700341760,96,True,,1763575659.6722326,66.6,5700399104,96,True,,0,0.0,phi-3,3.8,0,256,128,0,21,224
hp_envy,phi-3-mini-3.8b,int8,256,59,21.03671310003847,2.8046206514976957,2.1428770000347868,18.893836100003682,1763575659.6728342,0.0,5700399104,96,True,,1763575680.7099504,61.7,5700452352,96,True,,0,0.0,phi-3,3.8,0,256,128,0,22,199
hp_envy,phi-3-mini-3.8b,int8,256,66,22.01212349999696,2.99834770598162,2.2988581000245176,19.713265399972443,1763575680.7104003,0.0,5700452352,96,True,,1763575702.722958,65.9,5700542464,96,True,,0,0.0,phi-3,3.8,0,256,128,0,23,212
hp_envy,phi-3-mini-3.8b,int8,256,55,21.95580080000218,2.5050327474274834,2.2490701000206172,19.706730699981563,1763575702.7235103,0.0,5700542464,96,True,,1763575724.6799903,65.4,5700591616,96,True,,0,0.0,phi-3,3.8,0,256,128,0,24,199
hp_envy,phi-3-mini-3.8b,int8,256,66,24.122427500027698,2.7360430454158986,3.2154194000177085,20.90700810000999,1763575724.68063,0.0,5700591616,96,True,,1763575748.8034313,70.6,5700673536,96,True,,0,0.0,phi-3,3.8,0,256,128,0,25,256
hp_envy,phi-3-mini-3.8b,int8,256,70,23.58646130003035,2.9678042462397665,3.0874778000288643,20.498983500001486,1763575748.8039134,0.0,5700673536,96,True,,1763575772.3908741,69.3,5700743168,97,True,,-1,-0.014285714285714285,phi-3,3.8,0,256,128,0,26,254
hp_envy,phi-3-mini-3.8b,int8,256,64,22.049884499982,2.9025095346895013,2.586344299954362,19.463540200027637,1763575772.391399,0.0,5700743168,97,True,,1763575794.4449935,63.7,5700874240,97,True,,0,0.0,phi-3,3.8,0,256,128,0,27,236
hp_envy,phi-3-mini-3.8b,int8,256,41,23.055361899954733,1.7783281901153112,2.6906527999672107,20.36470909998752,1763575794.4454594,0.0,5700874240,97,True,,1763575817.5011957,66.7,5700878336,97,True,,0,0.0,phi-3,3.8,0,256,128,0,28,228
hp_envy,phi-3-mini-3.8b,int8,256,64,20.809749499952886,3.075481518897904,1.7477308999514207,19.062018600001466,1763575817.5016613,0.0,5700878336,97,True,,1763575838.3118107,61.2,5700939776,97,True,,0,0.0,phi-3,3.8,0,256,128,0,29,176
device,model_name,quantization,seq_len,tokens_generated,latency_seconds,tokens_per_second,prefill_seconds,decode_seconds,before_timestamp,before_cpu_percent,before_ram_bytes,before_battery_percent,before_battery_power_plugged,before_temperature_celsius,after_timestamp,after_cpu_percent,after_ram_bytes,after_battery_percent,after_battery_power_plugged,after_temperature_celsius,delta_battery_percent,energy_percent_per_token,model_family,params_b,kv_quant,prefill_tokens,decode_tokens,repeat_idx,prompt_idx,prompt_char_len
hp_envy,phi-3-mini-3.8b,int8,256,181,53.76772310002707,3.3663318728091887,4.167754199996125,49.599968900030944,1763575839.6208837,18.0,1722769408,97,True,,1763575893.3889487,61.5,5698334720,97,True,,0,0.0,phi-3,3.8,0,256,512,0,0,248
hp_envy,phi-3-mini-3.8b,int8,256,265,79.4710836999584,3.33454619796683,1.407271399977617,78.06381229998078,1763575893.3897002,0.0,5698342912,97,True,,1763575972.8612504,57.1,5699051520,97,True,,0,0.0,phi-3,3.8,0,256,512,0,1,154
hp_envy,phi-3-mini-3.8b,int8,256,131,42.33923879999202,3.0940565705216385,2.2132928000064567,40.12594599998556,1763575972.861789,0.0,5699051520,97,True,,1763576015.201567,60.7,5699481600,97,True,,0,0.0,phi-3,3.8,0,256,512,0,2,203
hp_envy,phi-3-mini-3.8b,int8,256,256,84.48716710001463,3.030045967773438,2.6603046000236645,81.82686249999097,1763576015.2021742,0.0,5699481600,97,True,,1763576099.6897588,61.6,5699940352,98,True,,-1,-0.00390625,phi-3,3.8,0,256,512,0,3,209
hp_envy,phi-3-mini-3.8b,int8,256,157,47.58175949996803,3.2995837407001622,2.079709899961017,45.50204960000701,1763576099.690284,0.0,5699940352,98,True,,1763576147.2723694,61.8,5700132864,98,True,,0,0.0,phi-3,3.8,0,256,512,0,4,199
hp_envy,phi-3-mini-3.8b,int8,256,203,58.33480279997457,3.4799123380269403,2.0181393999955617,56.31666339997901,1763576147.2728348,0.0,5700132864,98,True,,1763576205.6081367,63.6,5700382720,98,True,,0,0.0,phi-3,3.8,0,256,512,0,5,199
hp_envy,phi-3-mini-3.8b,int8,256,225,85.53496500005713,2.63050321000131,3.3331526000401936,82.20181240001693,1763576205.6086206,0.0,5700382720,98,True,,1763576291.1440375,63.2,5700816896,98,True,,0,0.0,phi-3,3.8,0,256,512,0,6,256
hp_envy,phi-3-mini-3.8b,int8,256,230,85.05151880002813,2.7042433015308354,2.9411205000360496,82.11039829999208,1763576291.1445436,0.0,5700816896,98,True,,1763576376.196548,63.0,5700960256,98,True,,0,0.0,phi-3,3.8,0,256,512,0,7,240
hp_envy,phi-3-mini-3.8b,int8,256,245,89.03184190002503,2.75182445708709,2.440420200000517,86.59142170002451,1763576376.1973684,0.0,5700960256,98,True,,1763576465.2298603,66.1,5701177344,99,True,,-1,-0.004081632653061225,phi-3,3.8,0,256,512,0,8,222
hp_envy,phi-3-mini-3.8b,int8,256,193,53.40455209999345,3.6139241396244883,2.6041601999895647,50.80039190000389,1763576465.230657,0.0,5701177344,99,True,,1763576518.6356354,61.8,5701447680,99,True,,0,0.0,phi-3,3.8,0,256,512,0,9,213
hp_envy,phi-3-mini-3.8b,int8,256,157,45.57109410001431,3.445166351622677,2.3988553000381216,43.172238799976185,1763576518.6361642,0.0,5701447680,99,True,,1763576564.20765,59.8,5701599232,99,True,,0,0.0,phi-3,3.8,0,256,512,0,10,210
hp_envy,phi-3-mini-3.8b,int8,256,270,81.25761339999735,3.322765568696961,2.2589776999666356,78.99863570003072,1763576564.2082088,0.0,5701599232,99,True,,1763576645.4663098,58.4,5701820416,99,True,,0,0.0,phi-3,3.8,0,256,512,0,11,211
