device,model_name,quantization,seq_len,tokens_generated,latency_seconds,tokens_per_second,prefill_seconds,decode_seconds,before_timestamp,before_cpu_percent,before_ram_bytes,before_battery_percent,before_battery_power_plugged,before_temperature_celsius,after_timestamp,after_cpu_percent,after_ram_bytes,after_battery_percent,after_battery_power_plugged,after_temperature_celsius,delta_battery_percent,energy_percent_per_token,model_family,params_b,kv_quant,prefill_tokens,decode_tokens,repeat_idx,prompt_idx,prompt_char_len
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,0,3.4412350999191403,0.0,3.441225399961695,9.699957445263863e-06,1765573871.990405,18.6,1720229888,32,False,,1765573875.432232,99.6,5694472192,32,False,,0,,phi-3,3.8,0,1024,128,0,0,220
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,47,24.173836200032383,1.9442507846535768,1.176261299988255,22.99757490004413,1765573875.4331915,0.0,5694472192,32,False,,1765573899.607527,59.0,5694726144,31,False,,1,0.02127659574468085,phi-3,3.8,0,1024,128,0,1,126
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,50,25.573201099876314,1.9551717364097148,2.23955489997752,23.333646199898794,1765573899.608096,0.0,5694726144,31,False,,1765573925.18172,62.7,5695107072,31,False,,0,0.0,phi-3,3.8,0,1024,128,0,2,175
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,66,25.487500099930912,2.5895046489937594,2.0922008000779897,23.395299299852923,1765573925.1823797,0.0,5695107072,31,False,,1765573950.6703243,62.3,5695377408,30,False,,1,0.015151515151515152,phi-3,3.8,0,1024,128,0,3,181
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,45,25.173341900110245,1.7876053238605927,1.83677770011127,23.336564199998975,1765573950.6709867,0.0,5695377408,30,False,,1765573975.8449707,61.1,5695455232,30,False,,0,0.0,phi-3,3.8,0,1024,128,0,4,171
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,59,25.164686299860477,2.3445553541562374,2.1466351998969913,23.018051099963486,1765573975.8457704,0.0,5695455232,30,False,,1765574001.0110557,60.8,5695565824,29,False,,1,0.01694915254237288,phi-3,3.8,0,1024,128,0,5,171
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,52,25.800891200080514,2.0154342575514494,3.226161800092086,22.574729399988428,1765574001.0117593,0.0,5695565824,29,False,,1765574026.813209,61.2,5696151552,29,False,,0,0.0,phi-3,3.8,0,1024,128,0,6,268
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,57,27.038436699891463,2.1081100446990266,2.6430549998767674,24.395381700014696,1765574026.8139265,0.0,5696151552,29,False,,1765574053.8528216,63.6,5696237568,28,False,,1,0.017543859649122806,phi-3,3.8,0,1024,128,0,7,212
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,0,2.126271499786526,0.0,2.1262637998443097,7.699942216277122e-06,1765574053.853534,0.0,5696237568,28,False,,1765574055.9804616,99.9,5696327680,28,False,,0,,phi-3,3.8,0,1024,128,0,8,194
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,56,25.56049249996431,2.190881102939554,2.007451499812305,23.553041000152007,1765574055.981194,0.0,5696327680,28,False,,1765574081.542151,60.7,5696401408,28,False,,0,0.0,phi-3,3.8,0,1024,128,0,9,185
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,0,2.807418500073254,0.0,2.807410200126469,8.299946784973145e-06,1765574081.542787,0.0,5696401408,28,False,,1765574084.3507478,99.8,5696507904,28,False,,0,,phi-3,3.8,0,1024,128,1,0,220
hp_envy_plugged_in,phi-3-mini-3.8b,int8,1024,54,25.5635335999541,2.1123840250354498,1.2802005999255925,24.283333000028506,1765574084.351442,0.0,5696507904,28,False,,1765574109.915473,62.3,5696450560,27,False,,1,0.018518518518518517,phi-3,3.8,0,1024,128,1,1,126
